timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777979383084,2026-05-05T11:09:43.084Z,32767,716.9,28,-2,-1,70,11.9,9,1655,8,-33,0,3,332,-6.651,-4.272,-2.775,-50,14,10.3,2361,2586,2662,3118,776,884,839,907,4731,4948,3994,3879,95,97,454,452
1777979383193,2026-05-05T11:09:43.193Z,32767,718.7,30,3,2,71,12,16,1857,14,-25.3,0,3,366,-4.017,-1.641,0.326,-15,55,11.5,2781,2874,3192,3138,811,892,855,960,4761,4958,3781,4000,95,104,529,491
1777979383302,2026-05-05T11:09:43.302Z,32767,720.6,30,0.6,3.8,72,12.3,9,2183,17,-22.8,0,3,342,-1.602,-0.287,-0.234,64,86,12.7,2779,3072,3051,3505,890,876,894,930,4807,4871,4115,4048,95,96,523,468
1777979383412,2026-05-05T11:09:43.412Z,32767,719.6,30,0.1,4.7,73,12.2,20,2356,25,-23.9,0,3,377,-1.262,-0.081,1.941,106,87,21.1,2869,3326,3258,3641,868,884,969,993,4927,5161,4088,3979,99,101,453,461
1777979383521,2026-05-05T11:09:43.521Z,32767,725.1,29,4.2,10.7,74,12.2,25,2932,22,-13.8,0,3,525,0.779,1.323,2.291,149,135,27.7,3311,3211,3627,3440,963,908,982,1006,4768,5089,4015,3809,99,99,401,460
1777979383629,2026-05-05T11:09:43.629Z,32767,719.5,32,4.4,9.8,75,12.4,23,2732,34,-9,0,3,527,2.279,3.17,3.873,150,190,29.9,3251,3324,3709,3536,939,1011,992,954,4859,4986,4119,4103,97,94,443,394
1777979383737,2026-05-05T11:09:43.737Z,32767,730.5,33,7.5,20.3,76,12.5,28,3890,39,-11.8,0,3,591,3.078,5.569,6.674,161,228,34.5,3423,3487,3662,3711,973,1022,998,1001,4902,4813,4122,3888,92,94,435,313
1777979383847,2026-05-05T11:09:43.847Z,32767,730.6,33,5.9,15.3,77,12.7,33,4457,46,-4.7,0,3,669,4.532,6.159,7.608,211,232,32.9,3495,3752,3883,3913,953,990,972,952,4885,4828,3846,3866,97,91,410,286
1777979383955,2026-05-05T11:09:43.955Z,32767,740.1,32,9.8,21,78,12.7,45,4762,51,2.5,0,3,639,5.596,6.178,8.419,214,243,37.1,3617,3744,3690,3893,960,970,986,1006,4968,4630,3812,3557,87,83,337,255
1777979384064,2026-05-05T11:09:44.064Z,32767,733.7,34,11.1,26.6,79,12.9,54,5424,52,4.1,0,3,698,6.423,9.788,8.785,267,305,39.9,3632,4025,3913,4057,970,1001,996,933,4659,4927,3824,3728,83,83,288,244
1777979384173,2026-05-05T11:09:44.173Z,32767,745.9,36,15.9,31,80,12.9,52,6116,54,10.7,0,3,743,9.355,10.667,9.481,258,300,42,3750,3803,4069,4031,961,980,1027,935,4494,4811,3388,3612,82,76,275,206
1777979384280,2026-05-05T11:09:44.280Z,32767,744.7,36,18,36.9,83,13.2,57,6437,60,15.4,0,3,833,10.336,10.056,10.582,316,336,50.2,3901,4029,3966,3938,972,966,965,972,4787,4711,3520,3249,76,75,151,186
1777979384388,2026-05-05T11:09:44.388Z,32767,749.4,38,18.2,44.4,83,13.2,62,7650,67,17.7,0,3,866,9.468,11.179,11.923,301,368,46.2,3783,3949,3839,3800,947,974,989,924,4332,4071,3116,3258,71,68,144,136
1777979384497,2026-05-05T11:09:44.497Z,32767,761,40,19.9,44.2,86,13.4,78,8230,69,20.3,0,3,841,12.049,12.904,13.309,348,367,45.8,3955,3952,3866,3856,972,979,901,871,4400,4306,3032,3149,64,63,108,53
1777979384605,2026-05-05T11:09:44.605Z,32767,768.2,40,21.6,52.7,87,13.4,76,8166,73,29.4,0,3,935,13.14,13.308,13.493,332,379,51.7,3958,3925,3912,3804,963,897,912,852,4300,4076,2865,2651,62,55,45,29
1777979384714,2026-05-05T11:09:44.714Z,32767,771.6,41,28,53.1,87,13.5,90,9618,82,29.5,1,4,920,12.783,14.284,15.276,377,335,53.4,3879,3842,3715,3794,967,908,831,860,3879,3864,2682,2797,58,53,-14,-75
1777979384822,2026-05-05T11:09:44.822Z,32767,778.6,44,26.6,59.7,90,13.8,94,9251,81,29.4,1,4,950,14.759,13.241,14.216,383,328,51.9,4123,3853,3945,3535,854,886,834,833,3622,3305,2780,2302,60,46,-67,-65
1777979384929,2026-05-05T11:09:44.929Z,32767,785.6,45,31.6,61.8,93,13.9,98,9953,85,39.5,1,4,1021,13.089,15.035,13.466,324,342,44.1,4066,3917,3775,3624,812,845,815,750,3342,3155,2283,2327,50,45,-55,-166
1777979385037,2026-05-05T11:09:45.037Z,32767,791.7,46,31.5,71.5,93,13.9,102,9899,85,38.8,1,4,1056,15.256,14.956,15.243,358,321,45,3608,3837,3566,3363,803,824,770,705,3329,2809,2394,1894,46,44,-179,-188
1777979385144,2026-05-05T11:09:45.144Z,32767,788.7,46,34.5,77.3,95,14.1,105,11156,89,44.2,1,4,1044,15.486,14.3,13.788,379,321,48.8,3525,3696,3519,3270,801,708,726,644,2839,2660,2189,1691,37,37,-145,-260
1777979385254,2026-05-05T11:09:45.254Z,32767,801.7,49,36.5,76.7,94,14.2,113,11033,97,46.6,1,4,1003,15.014,15.011,15.595,340,354,47.2,3456,3248,3235,3098,699,691,611,578,2747,2514,1627,1610,36,30,-220,-265
1777979385363,2026-05-05T11:09:45.363Z,32767,808.7,48,38.2,85.3,98,14.2,106,11331,94,44.8,1,4,1033,13.811,14.541,14.51,352,300,35.5,3254,3148,3028,3034,711,622,576,585,2369,2144,1478,1271,33,26,-283,-299
1777979385472,2026-05-05T11:09:45.472Z,32767,806.3,50,41.4,89.8,97,14.4,113,11553,94,40.6,1,4,1009,14.133,13.135,13.442,303,308,36.6,3318,3196,2828,2939,700,607,515,521,2409,2081,1333,1148,24,23,-365,-311
1777979385581,2026-05-05T11:09:45.581Z,32767,812.3,52,42.6,86.8,100,14.3,115,12010,96,43.7,1,4,1027,13.474,12.476,11.836,281,264,27.7,3188,2897,2754,2426,611,602,459,485,2226,1773,1111,1230,24,18,-343,-376
1777979385691,2026-05-05T11:09:45.691Z,32767,820.2,52,44.6,97.6,98,14.4,119,12252,98,43.2,1,4,994,14.288,13.174,12.786,257,212,24.6,2774,2597,2645,2473,556,529,469,395,1910,1460,1220,1044,22,15,-382,-426
1777979385799,2026-05-05T11:09:45.799Z,32767,827.1,53,44,91.5,100,14.3,121,12180,101,47.7,1,4,1014,11.158,11.615,11.933,240,226,22.5,2965,2540,2242,2381,517,466,437,370,1449,1424,1034,692,18,10,-370,-470
1777979385908,2026-05-05T11:09:45.908Z,32767,824.4,54,48.2,93.8,101,14.5,116,11704,98,47,1,4,927,12.134,10.767,9.722,205,149,24.6,2773,2469,2373,1823,486,427,329,307,1159,1213,838,376,10,8,-439,-446
1777979386017,2026-05-05T11:09:46.017Z,32767,835.6,55,50.4,97.8,101,14.5,122,12462,95,40.5,1,4,954,11.284,9.93,9.455,176,160,11.5,2527,2134,2052,1960,369,355,310,274,1316,1100,625,392,6,8,-502,-505
1777979386124,2026-05-05T11:09:46.124Z,32767,835.3,54,48.9,103.3,100,14.3,113,11971,98,38.1,1,4,910,10.162,8.693,7.634,176,117,13.1,2117,1819,1804,1745,317,264,308,203,831,659,502,198,1,5,-523,-514
1777979386234,2026-05-05T11:09:46.234Z,32767,837.7,54,47.5,99.7,101,14.5,120,12101,91,35.5,1,4,894,9.588,6.876,7.252,94,97,7.3,1975,1973,1678,1275,270,296,181,184,589,598,414,259,5,-1,-464,-495
1777979386342,2026-05-05T11:09:46.342Z,32767,839.3,55,51.3,101.7,101,14.4,117,10995,94,32.7,1,4,818,6.386,6.338,3.473,53,60,1.3,1721,1639,1509,1389,239,175,132,163,745,208,163,198,0,1,-475,-540
1777979386452,2026-05-05T11:09:46.452Z,32767,840.3,56,52.2,102.1,100,14.3,109,11582,91,30.7,1,4,792,5.238,5.396,2.09,53,22,-8.4,1554,1474,1418,1105,245,198,192,110,384,435,85,-63,5,3,-453,-470
1777979386560,2026-05-05T11:09:46.560Z,32767,839,55,50.9,100.7,100,14.2,114,10681,90,25.8,1,4,749,5.185,1.971,2.329,-13,-65,-10.2,1380,1416,979,755,172,120,78,121,206,119,-119,-117,-3,1,-454,-534
1777979386667,2026-05-05T11:09:46.667Z,32767,840,54,47.1,93.5,98,14.2,103,10473,78,25.1,1,4,641,3.795,1.258,1.505,-62,-70,-16.1,1396,899,774,631,188,106,105,20,147,114,1,-99,3,-4,-462,-433
1777979386776,2026-05-05T11:09:46.776Z,32767,843.3,55,49.6,90.7,98,14.1,99,9963,74,24.9,1,4,633,2.338,-1.091,-0.187,-81,-117,-16.4,881,1067,643,489,93,43,104,69,-154,257,104,66,-1,0,-447,-496
1777979386884,2026-05-05T11:09:46.884Z,32767,839.2,54,49.7,87.7,96,14,93,9653,70,13.5,1,5,615,0.652,-0.536,-3.505,-113,-169,-20.7,762,611,382,539,130,22,-10,49,177,-191,-97,203,0,3,-475,-442
1777979386992,2026-05-05T11:09:46.992Z,32767,830.9,55,45.2,90.8,96,14.1,91,8407,65,13.5,1,5,552,-1.118,-3.195,-3.135,-164,-189,-32.3,697,737,533,380,49,11,-5,-34,-56,81,165,-30,3,6,-413,-405
1777979387101,2026-05-05T11:09:47.101Z,32767,834.6,53,46.3,89.1,94,13.9,92,8178,69,13.7,1,5,480,-2.589,-4.751,-6.529,-139,-189,-36.6,639,348,295,58,-13,-9,-17,-41,-131,-15,128,226,0,7,-376,-365
1777979387209,2026-05-05T11:09:47.209Z,32767,833.7,53,41.2,85.9,94,13.7,82,8337,64,1.5,1,5,457,-5.264,-4.791,-7.49,-182,-247,-33.9,522,219,262,150,3,-15,20,18,48,9,48,242,1,8,-378,-375
1777979387317,2026-05-05T11:09:47.317Z,32767,829.3,52,40.4,79.8,91,13.7,83,6865,51,-1.8,1,5,335,-5.423,-6.165,-9.018,-201,-246,-38.9,305,126,18,153,38,41,-45,-18,-162,86,188,145,9,16,-366,-348
1777979387428,2026-05-05T11:09:47.428Z,32767,817.6,52,40.6,79.1,90,13.5,72,6901,48,-5.4,1,5,268,-6.001,-6.888,-10.171,-261,-275,-37.3,147,257,78,-54,-12,-15,27,41,305,293,371,405,8,11,-299,-234
1777979387536,2026-05-05T11:09:47.536Z,32767,821.2,49,36.4,73.1,90,13.4,66,6240,47,-8.4,1,5,313,-8.834,-9.774,-10.715,-249,-308,-43.4,53,101,114,-147,-43,-23,0,54,132,326,494,696,15,24,-245,-182
1777979387644,2026-05-05T11:09:47.644Z,32767,810.1,49,33.5,67.5,89,13.3,62,4846,37,-10,1,5,270,-8.478,-9.355,-10.39,-312,-311,-44.5,-39,-64,-85,92,29,-28,6,18,293,277,600,744,15,27,-215,-205
1777979387752,2026-05-05T11:09:47.752Z,32767,811.5,49,31.1,59.1,88,13.1,53,4259,31,-13.7,1,5,180,-9.799,-10.008,-12.19,-290,-309,-45.6,-139,181,171,202,14,47,8,50,700,857,808,616,24,26,-126,-113
1777979387862,2026-05-05T11:09:47.862Z,32767,803.4,47,32.4,50.6,85,13.2,44,4599,31,-22.2,1,5,99,-12.121,-12.877,-14.016,-309,-355,-48.2,-44,-131,-140,136,45,33,26,68,842,685,859,878,24,30,-134,-41
1777979387972,2026-05-05T11:09:47.972Z,32767,797.7,46,25.8,51.3,85,12.9,43,3632,24,-27.5,1,5,147,-13.42,-14.512,-15.079,-316,-382,-49.7,194,116,-124,260,72,77,70,164,650,966,1142,972,35,39,-86,0
1777979388081,2026-05-05T11:09:48.081Z,32767,796.4,45,27.2,47.6,83,12.9,39,3749,18,-32.7,1,5,109,-13.924,-13.691,-13.102,-332,-323,-46.7,-113,232,-78,72,37,46,77,130,853,1376,1002,1262,32,45,-41,72
1777979388189,2026-05-05T11:09:48.189Z,32767,781.3,44,23.1,36.9,81,12.8,36,2970,18,-29.8,1,5,24,-13.809,-14.865,-13.519,-343,-345,-47,247,298,7,352,109,159,158,182,999,1167,1399,1561,46,44,9,78
1777979388298,2026-05-05T11:09:48.298Z,32767,785.5,42,21.6,39.6,78,12.5,29,2355,12,-32.5,1,5,77,-15.578,-14.861,-13.414,-383,-324,-51.5,210,223,276,253,111,148,165,208,1657,1708,1582,1508,46,57,29,129
1777979388406,2026-05-05T11:09:48.406Z,32767,769.5,40,18.3,33.7,79,12.5,16,1515,15,-36.3,1,5,-20,-15.792,-13.624,-14.525,-367,-374,-43.4,255,345,465,429,125,153,232,278,1569,2071,1729,1937,56,58,158,154
1777979388514,2026-05-05T11:09:48.514Z,32767,768,38,14.4,30.2,77,12.3,13,1106,10,-41.2,1,5,-35,-14.617,-15.428,-15.397,-345,-328,-41,235,378,387,765,218,194,312,355,1884,2208,1784,1954,58,63,161,256
1777979388621,2026-05-05T11:09:48.621Z,32767,764.1,37,15.3,22.2,74,12.2,11,1045,9,-42.5,1,5,-49,-13.998,-13.47,-15.146,-368,-318,-41.4,512,548,617,713,245,324,298,408,2109,2618,1933,2282,59,69,231,236
1777979388730,2026-05-05T11:09:48.730Z,32767,751.1,35,10.2,20.5,74,12.2,4,923,2,-39.2,1,5,-50,-14.855,-15.595,-13.212,-342,-333,-45.3,343,687,963,1112,319,370,332,436,2570,2569,2284,2373,71,69,267,306
1777979388838,2026-05-05T11:09:48.838Z,32767,753.3,36,7.5,17.2,73,12.1,1,798,5,-41.5,1,5,2,-14.851,-12.967,-12.403,-308,-298,-38.5,771,701,985,1239,296,374,458,449,2661,3093,2636,2786,67,71,292,363
1777979388947,2026-05-05T11:09:48.947Z,32767,740.9,34,7.6,11.9,73,12.2,9,-210,-3,-44.9,1,5,38,-12.573,-13.16,-11.801,-292,-268,-30.3,841,803,1108,1387,418,440,428,486,2731,2996,2509,2768,79,75,311,410
1777979389056,2026-05-05T11:09:49.056Z,32767,735.8,32,3.1,6,72,12,3,3,4,-48.2,1,6,-6,-13.763,-13.633,-10.671,-292,-217,-32.7,985,1118,1330,1482,449,446,498,597,2993,3249,2858,3146,76,88,370,392
1777979389164,2026-05-05T11:09:49.164Z,32767,741.6,31,5.7,2.4,70,11.9,-2,-161,-2,-41.6,1,6,28,-13.367,-12.746,-11.463,-274,-193,-21.4,1090,1258,1437,1851,507,573,577,649,3130,3380,2995,3257,86,83,455,454
1777979389272,2026-05-05T11:09:49.272Z,32767,730.4,33,0.6,0.4,70,11.9,5,245,-2,-46.5,1,6,22,-13.381,-10.226,-10.34,-217,-179,-19.8,1203,1420,1687,1704,569,591,639,635,3547,3703,3144,3546,85,87,439,466
1777979389381,2026-05-05T11:09:49.381Z,32767,730.4,31,1.3,-2.1,69,11.9,4,570,-3,-46.7,1,6,112,-9.819,-9.215,-8.648,-153,-121,-14,1434,1766,1950,2038,585,639,714,759,3782,3817,3270,3505,95,89,438,516
1777979389489,2026-05-05T11:09:49.489Z,32767,723.5,29,1.2,-1.8,70,12,-2,280,3,-39.1,1,6,164,-8.763,-8.705,-8.909,-167,-148,-12.9,1824,1841,2222,2201,604,664,670,761,4158,4128,3539,3456,97,99,516,507
1777979389598,2026-05-05T11:09:49.598Z,32767,718.2,29,2.7,1.8,70,11.9,-3,347,2,-42.3,1,6,140,-9.686,-7.211,-7.394,-107,-88,-4.1,1973,2185,2346,2636,642,717,751,809,4033,4514,3546,3702,100,95,450,474
1777979389707,2026-05-05T11:09:49.707Z,32767,725.7,30,0.1,-0.9,68,12.1,7,-58,3,-38.8,1,6,154,-7.008,-5.275,-5.652,-112,-87,-4.8,2263,2290,2427,2738,766,721,761,826,4194,4456,3876,3981,96,94,496,528
1777979389816,2026-05-05T11:09:49.816Z,32767,716.7,29,2.4,0.9,69,12,0,720,7,-33.3,1,6,210,-6.16,-4.557,-3.078,-45,-21,0.5,2116,2396,2595,2895,786,791,823,827,4714,4601,3926,3987,102,94,481,453
1777979389926,2026-05-05T11:09:49.926Z,32767,717.3,30,0.7,0.5,71,11.9,2,728,8,-27.9,1,6,268,-4.894,-3.841,-2.974,-24,8,7.8,2379,2780,2733,2941,788,849,859,872,4698,4546,3918,4145,103,97,500,447
1777979390035,2026-05-05T11:09:50.035Z,32767,723.6,29,1.7,-0.1,70,12.2,10,1703,20,-24.4,1,6,322,-5.013,-1.4,-0.746,14,57,16.1,2777,3005,3189,3214,837,850,865,913,4745,4863,4085,4117,97,98,458,480
1777979390144,2026-05-05T11:09:50.144Z,32767,725.8,30,2.7,4.6,72,12.1,11,1835,19,-19.2,1,6,364,-3.183,-1.877,0.831,72,79,16.9,2742,2973,3174,3338,877,943,885,943,5019,5136,4033,4113,103,94,514,449
1777979390253,2026-05-05T11:09:50.253Z,32767,717,31,2,7.2,71,12.2,16,1784,26,-18.1,1,6,455,-1.079,-0.132,1.913,101,126,17.3,3017,3199,3182,3457,927,964,932,1018,4718,5035,3967,4034,101,98,422,393
1777979390362,2026-05-05T11:09:50.362Z,32767,717.8,30,5.6,6,74,12.3,28,2353,27,-14.3,1,6,492,0.079,3.133,3.375,101,165,28.6,3050,3422,3693,3494,917,992,946,991,5202,4819,3806,3884,101,97,434,403
1777979390471,2026-05-05T11:09:50.471Z,32767,725.2,32,2.9,7.8,73,12.4,26,2997,30,-14.8,1,6,568,3.249,3.537,3.816,180,197,25.8,3261,3353,3456,3742,964,971,1021,1025,5128,5158,3890,3938,98,94,422,392
1777979390580,2026-05-05T11:09:50.580Z,32767,730.2,33,6.5,19.8,74,12.6,30,3750,38,-10.1,1,6,563,5.009,4.245,7.321,222,194,35.1,3505,3548,3869,3916,939,981,1035,964,5024,4779,3768,4013,95,92,370,319
1777979390688,2026-05-05T11:09:50.688Z,32767,734,32,9,19.3,75,12.7,39,4695,38,1.3,1,6,654,4.411,5.73,7.406,222,243,36.5,3762,3933,3869,4063,1036,947,983,1037,4801,5093,3778,3852,96,91,336,360
1777979390797,2026-05-05T11:09:50.797Z,32767,729.7,34,8,21.2,77,12.9,48,5525,50,1.6,1,6,654,7.114,8.462,7.814,248,255,45.5,3816,3916,3742,4013,1013,998,954,1029,4929,4600,3948,3514,85,83,302,298
1777979390905,2026-05-05T11:09:50.905Z,32767,733.6,35,10.5,31.1,79,13,46,5252,54,9,1,6,726,8.583,9.172,8.625,247,294,42.8,3968,3857,4016,3923,1029,961,948,993,5028,4917,3780,3373,81,86,287,189
